,content,type_text
79197,"Түргэний эмч Бэхбат, жолооч Ням-Эрдэнэ энэ хоёрт талархал илэрхийлэх гэсэн юм. Дутуу нярайг эх барьж авсанд баярлалаа гэдгээ хэлмээр байна. Одончимэгийн гэр бүлээс. Ажлын өндөр амжилт хүсье. Үүнийг цааш нь уламжилж өгнө үү.",Талархал
79206,"СБДүүргийн Эрүүл мэндийн нэгдлийн Салбар 1-р амбулаторийн Эмэгтэйчүүдийн их эмч Оюунчимэг, бага эмч Шүрэнчимэг нарт талархаж байна. Цаашдын ажилд нь амжилт хүсье.",Талархал
79207,СБДүүргийн Цагдаагийн 2-р хэлтсийн ахлах мөрдөн байцаагч Билгүүний ахалсан баг хамт олонд талархаж байна. Цаашдын ажилд нь амжилт хүсье.,Талархал
79208,"Нийслэлийн цагдаагийн газрын Мөрдөн шалгах газрын ахлах дэслэгч Анхбаяр, ахлагч Ганбаяр нарт талархаж байна. Цаашдын ажилд нь амжилт хүсье.",Талархал
79221,"БГД-ийн ""Эрдмийн өргөө"" цогцолбор сургуульд манай хүүхэд 4 дүгээр ангид сурдаг. Захирал Байгалмаад талархал илэрхийлэх гэсэн юм. 30 гаруй жил болж байгаа энэ сургуулийг шинэ юм шиг авч явж чаддаг,  сургуулийн гаднах талын тохижилт, сургууль дотор байгаа ОО-ийг их сайхан янзалсан байна лээ. Энэ хүнд баярлалаа гэж хэлмээр байна. Үүнийг цааш нь холбогдох газарт нь уламжилж өгнө үү.",Талархал
79240,ЧДүүргийн 9-р хорооны цагдаа Эрдэнэтулгад талархал илэрхийлж байна. Цаашдын ажилд нь амжилт хүсье.,Талархал
79242,"Замын-Үүдийн хилийн цэргийн 0108-р ангийн дарга Ганбат, хошууч Ганбат, ахмад Баттүшиг болон бусад хамт олонд талархаж байна. Цаашдын ажилд нь амжилт хүсье. 7174 ДГО УАЗ69 машины жолоочоос/",Талархал
79250,"БГД Эрдмийн өргөө цогцолбор сургуулийн хамт олондоо 20 жилийн ойн баярын мэнд хүргэе.Хүүхэд бүхний ирээдүйн төлөө илүү ихийг бүтээж, олон олон бүтээлч ажил хийж байгаад талархал илэрхийлж байна. Та бүхэнд ажлын амжилт хүсье.",Талархал
79271,"135-р цэцэрлэгийн багийн 1-р бүлгийн багш Ариунтуяа, туслах багш Ариунтуяа нарт талархаж байна. Цаашдын ажилд нь амжилт хүсье.",Талархал
79285,"ХУДүүргийн 11-р хорооны 121-р байрны оршин суугч. Эко констракшн манай гэрийн тогийг хууль бусаар тасалсан явдлын дагуу цагдаагийн байгууллагын ажилчид асуудлыг шийдэж өгсөн. 5-р сарын 10-ний 17.00 цагийн үед ажиллаж ХУДүүргийн Цагдаагийн 1-р хэлтсийн жижүүрийн дэд ахлагч ахмад С.Мөнхбат, Арцад 111 чиглэлийн эргүүлийн офицер ахмад Э.Амартунгалаг, Цагдаагийн жолооч ахлах ахлагч Г.Мөнхтөр нарт талархаж байна. Цаашдын ажилд нь амжилт хүсье.",Талархал
79299,БЗДүүргийн 5-р хорооны монел руу шинээр зам тавьж байгаа боловч гудамжнууд дундуур том тээврийн хэрэгслүүд яваад шороо тоос ихээр гарч байна. Шалгаж арга хэмжээ авна уу.,Талархал
79326,"ШУГТЭмнэлгийн Уушгиний тасгийн Жавзанорлом, эмч Эрхэмбаяр болон бусад хамт олонд талархаж байна. Цаашдын ажилд нь амжилт хүсье.",Талархал
79329,БЗДүүргийн 13-р хорооны цагдаагийн дэслэгч Батмөнхөд талархаж байна. Цаашдын ажилд нь амжилт хүсье.,Талархал
79330,ХУДүүргийн 1-р хорооны 18-р байрны гаднах нийтийн эзэмшлийн талбайг Нийслэлийн дотоод аудитийн газар тохижуулж өгсөн тул талархаж байна. Цаашдын ажилд нь амжилт хүсье.,Талархал
79362,СБДүүргийн Цагдаагийн 1-р хэлтсийн ахлах ахлагч Э.Мөнхбаярт талархаж байна. Цаашдын ажилд нь амжилт хүсье.,Талархал
79364,УКТЭмнэлгийн Цусны төвийн дарга Оюундэлгэр болон бусад хамт олонд талархал илэрхийлж байна. Цаашдын ажилд нь амжилт хүсье.,Талархал
79365,СБДүүргийн Цагдаагийн 1-р хэлтсийн Эрүүгийн тасгийн хамт олонд талархаж байна. Цаашдын ажилд нь амжилт хүсье.,Талархал
79366,"ШУГТЭмнэлгийн Хүлээн авах тасгийн сувилагч Наранчимэг, Зүрхний мэс заслын сувилагч Мэндсайхан, Зүрхний эмгэг судлалын эмч Аряъасүрэн нарт талархаж байна. Цаашдын ажилд нь амжилт хүсье.",Талархал
79369,БЗДүүргийн 4-р хорооны халамжийн ажилтан Рэнцэндоржид талархаж байна. Цаашдын ажилд нь амжилт хүсье.,Талархал
79375,"130-р цэцэрлэгт хөгжлийн бэрхшээлтэй хүү минь 9-р сард орж суралцаж байгаа. Дунд бүлгийн Цолмонгэрэл, Буянхишиг багш нарт талархал илэрхийлж байна. Цаашдын ажилд нь амжилт хүсье. /сурагч Бат-Эрдэнэ/",Талархал
79394,СБДүүргийн 17-р хорооны өрхийн эмнэлгийн алба хаагчид болон Япон Монголын найрамдлын эмнэлгийн хамт олонд талархаж байна. Цаашдын ажилд нь амжилт хүсье.,Талархал
